concept_id,concept_name,concept_code,vocabulary_id,Feature
45538115,"Periodic headache syndromes in child or adult, intractable",G43.C1,ICD10CM,Headache
45562090,"Periodic headache syndromes in child or adult, intractable, with status migrainosus",G43.C11,ICD10CM,Headache
45576577,"Periodic headache syndromes in child or adult, intractable, without status migrainosus",G43.C19,ICD10CM,Headache
45600787,Abdominal migraine,G43.D,ICD10CM,Headache
45552530,"Abdominal migraine, not intractable",G43.D0,ICD10CM,Headache
45595944,"Menstrual migraine, not intractable, with status migrainosus",G43.D01,ICD10CM,Headache
45538116,"Menstrual migraine, not intractable, without status migrainosus",G43.D09,ICD10CM,Headache
45533140,"Abdominal migraine, intractable",G43.D1,ICD10CM,Headache
45576578,"Menstrual migraine, intractable, with status migrainosus",G43.D11,ICD10CM,Headache
45591182,"Menstrual migraine, intractable, without status migrainosus",G43.D19,ICD10CM,Headache
1568345,Other headache syndromes,G44,ICD10CM,Headache
45755406,Other headache syndromes,G44,ICD10,Headache
45533141,Cluster headache syndrome,G44.0,ICD10,Headache
1568346,Cluster headaches and other trigeminal autonomic cephalgias (TAC),G44.0,ICD10CM,Headache
1568347,"Cluster headache syndrome, unspecified",G44.00,ICD10CM,Headache
45566878,"Cluster headache syndrome, unspecified, intractable",G44.001,ICD10CM,Headache
45605548,"Cluster headache syndrome, unspecified, not intractable",G44.009,ICD10CM,Headache
45586293,Episodic cluster headache,G44.01,ICD10CM,Headache
45605549,"Episodic cluster headache, intractable",G44.011,ICD10CM,Headache
45533142,"Episodic cluster headache, not intractable",G44.019,ICD10CM,Headache
45566879,Chronic cluster headache,G44.02,ICD10CM,Headache
45605550,"Chronic cluster headache, intractable",G44.021,ICD10CM,Headache
45571807,"Chronic cluster headache, not intractable",G44.029,ICD10CM,Headache
1568348,Episodic paroxysmal hemicrania,G44.03,ICD10CM,Headache
45591183,"Episodic paroxysmal hemicrania, intractable",G44.031,ICD10CM,Headache
45600788,"Episodic paroxysmal hemicrania, not intractable",G44.039,ICD10CM,Headache
45576580,Chronic paroxysmal hemicrania,G44.04,ICD10CM,Headache
45605551,"Chronic paroxysmal hemicrania, intractable",G44.041,ICD10CM,Headache
45547737,"Chronic paroxysmal hemicrania, not intractable",G44.049,ICD10CM,Headache
1568349,Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT),G44.05,ICD10CM,Headache
45542888,"Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), intractable",G44.051,ICD10CM,Headache
45605552,"Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), not intractable",G44.059,ICD10CM,Headache
1568350,Other trigeminal autonomic cephalgias (TAC),G44.09,ICD10CM,Headache
45533143,"Other trigeminal autonomic cephalgias (TAC), intractable",G44.091,ICD10CM,Headache
45576581,"Other trigeminal autonomic cephalgias (TAC), not intractable",G44.099,ICD10CM,Headache
1568351,"Vascular headache, not elsewhere classified",G44.1,ICD10CM,Headache
45571808,"Vascular headache, not elsewhere classified",G44.1,ICD10,Headache
45552531,"Vascular headache, not elsewhere classified, not intractable",G44.10,ICD10CM,Headache
45595945,"Vascular headache, not elsewhere classified, intractable",G44.11,ICD10CM,Headache
1568352,Tension-type headache,G44.2,ICD10CM,Headache
45581495,Tension-type headache,G44.2,ICD10,Headache
1568353,"Tension-type headache, unspecified",G44.20,ICD10CM,Headache
45542889,"Tension-type headache, unspecified, intractable",G44.201,ICD10CM,Headache
45547738,"Tension-type headache, unspecified, not intractable",G44.209,ICD10CM,Headache
45547739,Episodic tension-type headache,G44.21,ICD10CM,Headache
45566880,"Episodic tension-type headache, intractable",G44.211,ICD10CM,Headache
45566881,"Episodic tension-type headache, not intractable",G44.219,ICD10CM,Headache
45562091,Chronic tension-type headache,G44.22,ICD10CM,Headache
45605553,"Chronic tension-type headache, intractable",G44.221,ICD10CM,Headache
45542890,"Chronic tension-type headache, not intractable",G44.229,ICD10CM,Headache
1568354,Post-traumatic headache,G44.3,ICD10CM,Headache
45581496,Chronic post-traumatic headache,G44.3,ICD10,Headache
1568355,"Post-traumatic headache, unspecified",G44.30,ICD10CM,Headache
45576582,"Post-traumatic headache, unspecified, intractable",G44.301,ICD10CM,Headache
45566882,"Post-traumatic headache, unspecified, not intractable",G44.309,ICD10CM,Headache
1568356,Acute post-traumatic headache,G44.31,ICD10CM,Headache
45538117,"Acute post-traumatic headache, intractable",G44.311,ICD10CM,Headache
45605554,"Acute post-traumatic headache, not intractable",G44.319,ICD10CM,Headache
45552532,Chronic post-traumatic headache,G44.32,ICD10CM,Headache
45542891,"Chronic post-traumatic headache, intractable",G44.321,ICD10CM,Headache
45538118,"Chronic post-traumatic headache, not intractable",G44.329,ICD10CM,Headache
1568357,"Drug-induced headache, not elsewhere classified",G44.4,ICD10CM,Headache
45595946,"Drug-induced headache, not elsewhere classified",G44.4,ICD10,Headache
45538119,"Drug-induced headache, not elsewhere classified, not intractable",G44.40,ICD10CM,Headache
45547740,"Drug-induced headache, not elsewhere classified, intractable",G44.41,ICD10CM,Headache
1568358,Complicated headache syndromes,G44.5,ICD10CM,Headache
45552533,Hemicrania continua,G44.51,ICD10CM,Headache
45576583,New daily persistent headache (NDPH),G44.52,ICD10CM,Headache
45586294,Primary thunderclap headache,G44.53,ICD10CM,Headache
45600789,Other complicated headache syndrome,G44.59,ICD10CM,Headache
1568359,Other specified headache syndromes,G44.8,ICD10CM,Headache
45547741,Other specified headache syndromes,G44.8,ICD10,Headache
45591184,Hypnic headache,G44.81,ICD10CM,Headache
45586295,Headache associated with sexual activity,G44.82,ICD10CM,Headache
45576584,Primary cough headache,G44.83,ICD10CM,Headache
45600790,Primary exertional headache,G44.84,ICD10CM,Headache
45576585,Primary stabbing headache,G44.85,ICD10CM,Headache
766354,Cervicogenic headache,G44.86,ICD10CM,Headache
45533144,Other headache syndrome,G44.89,ICD10CM,Headache
35211388,Headache,R51,ICD10CM,Headache
45558474,Headache,R51,ICD10,Headache
725458,"Headache with orthostatic component, not elsewhere classified",R51.0,ICD10CM,Headache
725459,"Headache, unspecified",R51.9,ICD10CM,Headache
45755408,Atrioventricular and left bundle-branch block,I44,ICD10,HeartProblems
1569162,Atrioventricular and left bundle-branch block,I44,ICD10CM,HeartProblems
45543176,"Atrioventricular block, first degree",I44.0,ICD10,HeartProblems
35207766,"Atrioventricular block, first degree",I44.0,ICD10CM,HeartProblems
35207767,"Atrioventricular block, second degree",I44.1,ICD10CM,HeartProblems
45543177,"Atrioventricular block, second degree",I44.1,ICD10,HeartProblems
45576872,"Atrioventricular block, complete",I44.2,ICD10,HeartProblems
35207768,"Atrioventricular block, complete",I44.2,ICD10CM,HeartProblems
45581774,Other and unspecified atrioventricular block,I44.3,ICD10,HeartProblems
1569163,Other and unspecified atrioventricular block,I44.3,ICD10CM,HeartProblems
45596204,Unspecified atrioventricular block,I44.30,ICD10CM,HeartProblems
45552792,Other atrioventricular block,I44.39,ICD10CM,HeartProblems
35207769,Left anterior fascicular block,I44.4,ICD10CM,HeartProblems
45601035,Left anterior fascicular block,I44.4,ICD10,HeartProblems
45567176,Left posterior fascicular block,I44.5,ICD10,HeartProblems
35207770,Left posterior fascicular block,I44.5,ICD10CM,HeartProblems
45533452,Other and unspecified fascicular block,I44.6,ICD10,HeartProblems
1569164,Other and unspecified fascicular block,I44.6,ICD10CM,HeartProblems
45562351,Unspecified fascicular block,I44.60,ICD10CM,HeartProblems
45581775,Other fascicular block,I44.69,ICD10CM,HeartProblems
45586583,"Left bundle-branch block, unspecified",I44.7,ICD10,HeartProblems
35207771,"Left bundle-branch block, unspecified",I44.7,ICD10CM,HeartProblems
1569165,Other conduction disorders,I45,ICD10CM,HeartProblems
45576873,Other conduction disorders,I45,ICD10,HeartProblems
35207772,Right fascicular block,I45.0,ICD10CM,HeartProblems
45601036,Right fascicular block,I45.0,ICD10,HeartProblems
45586584,Other and unspecified right bundle-branch block,I45.1,ICD10,HeartProblems
1569166,Other and unspecified right bundle-branch block,I45.1,ICD10CM,HeartProblems
45557544,Unspecified right bundle-branch block,I45.10,ICD10CM,HeartProblems
45596205,Other right bundle-branch block,I45.19,ICD10CM,HeartProblems
35207773,Bifascicular block,I45.2,ICD10CM,HeartProblems
45586585,Bifascicular block,I45.2,ICD10,HeartProblems
45576874,Trifascicular block,I45.3,ICD10,HeartProblems
35207774,Trifascicular block,I45.3,ICD10CM,HeartProblems
35207775,Nonspecific intraventricular block,I45.4,ICD10CM,HeartProblems
45533453,Nonspecific intraventricular block,I45.4,ICD10,HeartProblems
45548019,Other specified heart block,I45.5,ICD10,HeartProblems
35207776,Other specified heart block,I45.5,ICD10CM,HeartProblems
35207777,Pre-excitation syndrome,I45.6,ICD10CM,HeartProblems
45543178,Pre-excitation syndrome,I45.6,ICD10,HeartProblems
45548020,Other specified conduction disorders,I45.8,ICD10,HeartProblems
1569167,Other specified conduction disorders,I45.8,ICD10CM,HeartProblems
45562352,Long QT syndrome,I45.81,ICD10CM,HeartProblems
45605798,Other specified conduction disorders,I45.89,ICD10CM,HeartProblems
45601037,"Conduction disorder, unspecified",I45.9,ICD10,HeartProblems
35207778,"Conduction disorder, unspecified",I45.9,ICD10CM,HeartProblems
1569169,Paroxysmal tachycardia,I47,ICD10CM,HeartProblems
45538384,Paroxysmal tachycardia,I47,ICD10,HeartProblems
35207780,Re-entry ventricular arrhythmia,I47.0,ICD10CM,HeartProblems
45572092,Re-entry ventricular arrhythmia,I47.0,ICD10,HeartProblems
35207781,Supraventricular tachycardia,I47.1,ICD10CM,HeartProblems
45567178,Supraventricular tachycardia,I47.1,ICD10,HeartProblems
45586586,Ventricular tachycardia,I47.2,ICD10,HeartProblems
35207782,Ventricular tachycardia,I47.2,ICD10CM,HeartProblems
37402490,"Ventricular tachycardia, unspecified",I47.20,ICD10CM,HeartProblems
37402503,Torsades de pointes,I47.21,ICD10CM,HeartProblems
37402504,Other ventricular tachycardia,I47.29,ICD10CM,HeartProblems
45605799,"Paroxysmal tachycardia, unspecified",I47.9,ICD10,HeartProblems
35207783,"Paroxysmal tachycardia, unspecified",I47.9,ICD10CM,HeartProblems
1569170,Atrial fibrillation and flutter,I48,ICD10CM,HeartProblems
45581776,Paroxysmal atrial fibrillation,I48.0,ICD10,HeartProblems
35207784,Paroxysmal atrial fibrillation,I48.0,ICD10CM,HeartProblems
35207785,Persistent atrial fibrillation,I48.1,ICD10CM,HeartProblems
45548021,Persistent atrial fibrillation,I48.1,ICD10,HeartProblems
1553751,Longstanding persistent atrial fibrillation,I48.11,ICD10CM,HeartProblems
1553752,Other persistent atrial fibrillation,I48.19,ICD10CM,HeartProblems
45591467,Chronic atrial fibrillation,I48.2,ICD10,HeartProblems
1569171,Chronic atrial fibrillation,I48.2,ICD10CM,HeartProblems
1553753,"Chronic atrial fibrillation, unspecified",I48.20,ICD10CM,HeartProblems
1553754,Permanent atrial fibrillation,I48.21,ICD10CM,HeartProblems
1569174,Unspecified atrial fibrillation and atrial flutter,I48.9,ICD10CM,HeartProblems
45576876,Unspecified atrial fibrillation,I48.91,ICD10CM,HeartProblems
1569176,Ventricular fibrillation and flutter,I49.0,ICD10CM,HeartProblems
45552794,Ventricular fibrillation and flutter,I49.0,ICD10,HeartProblems
45533455,Ventricular flutter,I49.02,ICD10CM,HeartProblems
45577775,Abnormalities of heart beat,R00,ICD10,HeartProblems
1572186,Abnormalities of heart beat,R00,ICD10CM,HeartProblems
45606790,"Tachycardia, unspecified",R00.0,ICD10,HeartProblems
35211261,"Tachycardia, unspecified",R00.0,ICD10CM,HeartProblems
35211262,"Bradycardia, unspecified",R00.1,ICD10CM,HeartProblems
45539313,"Bradycardia, unspecified",R00.1,ICD10,HeartProblems
45558446,Palpitations,R00.2,ICD10,HeartProblems
35211263,Palpitations,R00.2,ICD10CM,HeartProblems
710667,"Pulseless electrical activity, not elsewhere classified",R00.3,ICD10,HeartProblems
45534420,Other and unspecified abnormalities of heart beat,R00.8,ICD10,HeartProblems
35211264,Other abnormalities of heart beat,R00.8,ICD10CM,HeartProblems
45577776,Unspecified abnormalities of heart beat,R00.9,ICD10CM,HeartProblems
45548969,Nervousness,R45.0,ICD10,Irritability
35211360,Nervousness,R45.0,ICD10CM,Irritability
35211361,Restlessness and agitation,R45.1,ICD10CM,Irritability
45597185,Restlessness and agitation,R45.1,ICD10,Irritability
45582712,Irritability and anger,R45.4,ICD10,Irritability
35211364,Irritability and anger,R45.4,ICD10CM,Irritability
45581155,Epidemic myalgia,B33.0,ICD10,Myalgia
35205793,Epidemic myalgia,B33.0,ICD10CM,Myalgia
45587062,Myalgia,M79.1,ICD10,Myalgia
35209006,Myalgia,M79.1,ICD10CM,Myalgia
1595617,"Myalgia, unspecified site",M79.10,ICD10CM,Myalgia
42618441,"Myalgia, multiple sites",M79.10,ICD10,Myalgia
42618442,"Myalgia, shoulder region",M79.11,ICD10,Myalgia
1595618,Myalgia of mastication muscle,M79.11,ICD10CM,Myalgia
42618443,"Myalgia, upper arm",M79.12,ICD10,Myalgia
1595619,"Myalgia of auxiliary muscles, head and neck",M79.12,ICD10CM,Myalgia
42618444,"Myalgia, forearm",M79.13,ICD10,Myalgia
42618445,"Myalgia, hand",M79.14,ICD10,Myalgia
42618446,"Myalgia, pelvic region and thigh",M79.15,ICD10,Myalgia
42618447,"Myalgia, lower leg",M79.16,ICD10,Myalgia
42618448,"Myalgia, ankle and foot",M79.17,ICD10,Myalgia
1595620,"Myalgia, other site",M79.18,ICD10CM,Myalgia
42618449,"Myalgia, other",M79.18,ICD10,Myalgia
42618450,"Myalgia, site unspecified",M79.19,ICD10,Myalgia
35209011,Fibromyalgia,M79.7,ICD10CM,Myalgia
45553272,Fibromyalgia,M79.7,ICD10,Myalgia
42618491,"Fibromyalgia, multiple sites",M79.70,ICD10,Myalgia
42618492,"Fibromyalgia, shoulder region",M79.71,ICD10,Myalgia
42618493,"Fibromyalgia, upper arm",M79.72,ICD10,Myalgia
42618494,"Fibromyalgia, forearm",M79.73,ICD10,Myalgia
42618495,"Fibromyalgia, hand",M79.74,ICD10,Myalgia
42618496,"Fibromyalgia, pelvic region and thigh",M79.75,ICD10,Myalgia
42618497,"Fibromyalgia, lower leg",M79.76,ICD10,Myalgia
42618498,"Fibromyalgia, ankle and foot",M79.77,ICD10,Myalgia
42618499,"Fibromyalgia, other",M79.78,ICD10,Myalgia
42618500,"Fibromyalgia, site unspecified",M79.79,ICD10,Myalgia
45561738,Postherpetic trigeminal neuralgia,B02.22,ICD10CM,Pain
45605498,Persistent somatoform pain disorder,F45.4,ICD10,Pain
1568238,Pain disorders related to psychological factors,F45.4,ICD10CM,Pain
45547711,Pain disorder exclusively related to psychological factors,F45.41,ICD10CM,Pain
45542852,Pain disorder with related psychological factors,F45.42,ICD10CM,Pain
1568330,Migraine,G43,ICD10CM,Pain
45566873,Migraine,G43,ICD10,Pain
45600784,Migraine without aura [common migraine],G43.0,ICD10,Pain
1568331,Migraine without aura,G43.0,ICD10CM,Pain
35207378,"Migraine without aura, not intractable",G43.00,ICD10CM,Pain
45566874,"Migraine without aura, not intractable, with status migrainosus",G43.001,ICD10CM,Pain
45533136,"Migraine without aura, not intractable, without status migrainosus",G43.009,ICD10CM,Pain
35207379,"Migraine without aura, intractable",G43.01,ICD10CM,Pain
45538108,"Migraine without aura, intractable, with status migrainosus",G43.011,ICD10CM,Pain
45557236,"Migraine without aura, intractable, without status migrainosus",G43.019,ICD10CM,Pain
45562086,Migraine with aura [classical migraine],G43.1,ICD10,Pain
1568332,Migraine with aura,G43.1,ICD10CM,Pain
35207380,"Migraine with aura, not intractable",G43.10,ICD10CM,Pain
45605543,"Migraine with aura, not intractable, with status migrainosus",G43.101,ICD10CM,Pain
45562087,"Migraine with aura, not intractable, without status migrainosus",G43.109,ICD10CM,Pain
35207381,"Migraine with aura, intractable",G43.11,ICD10CM,Pain
45566875,"Migraine with aura, intractable, with status migrainosus",G43.111,ICD10CM,Pain
45552527,"Migraine with aura, intractable, without status migrainosus",G43.119,ICD10CM,Pain
45605544,Status migrainosus,G43.2,ICD10,Pain
45576576,Complicated migraine,G43.3,ICD10,Pain
45562088,Hemiplegic migraine,G43.4,ICD10CM,Pain
35207383,"Hemiplegic migraine, not intractable",G43.40,ICD10CM,Pain
45547732,"Hemiplegic migraine, not intractable, with status migrainosus",G43.401,ICD10CM,Pain
45538109,"Hemiplegic migraine, not intractable, without status migrainosus",G43.409,ICD10CM,Pain
35207384,"Hemiplegic migraine, intractable",G43.41,ICD10CM,Pain
45586289,"Hemiplegic migraine, intractable, with status migrainosus",G43.411,ICD10CM,Pain
45538110,"Hemiplegic migraine, intractable, without status migrainosus",G43.419,ICD10CM,Pain
1568333,Persistent migraine aura without cerebral infarction,G43.5,ICD10CM,Pain
35207385,"Persistent migraine aura without cerebral infarction, not intractable",G43.50,ICD10CM,Pain
45586290,"Persistent migraine aura without cerebral infarction, not intractable, with status migrainosus",G43.501,ICD10CM,Pain
45533137,"Persistent migraine aura without cerebral infarction, not intractable, without status migrainosus",G43.509,ICD10CM,Pain
35207386,"Persistent migraine aura without cerebral infarction, intractable",G43.51,ICD10CM,Pain
45595940,"Persistent migraine aura without cerebral infarction, intractable, with status migrainosus",G43.511,ICD10CM,Pain
45586291,"Persistent migraine aura without cerebral infarction, intractable, without status migrainosus",G43.519,ICD10CM,Pain
1568334,Persistent migraine aura with cerebral infarction,G43.6,ICD10CM,Pain
1568335,"Persistent migraine aura with cerebral infarction, not intractable",G43.60,ICD10CM,Pain
45547733,"Persistent migraine aura with cerebral infarction, not intractable, with status migrainosus",G43.601,ICD10CM,Pain
45605545,"Persistent migraine aura with cerebral infarction, not intractable, without status migrainosus",G43.609,ICD10CM,Pain
1568336,"Persistent migraine aura with cerebral infarction, intractable",G43.61,ICD10CM,Pain
45605546,"Persistent migraine aura with cerebral infarction, intractable, with status migrainosus",G43.611,ICD10CM,Pain
45547734,"Persistent migraine aura with cerebral infarction, intractable, without status migrainosus",G43.619,ICD10CM,Pain
1568337,Chronic migraine without aura,G43.7,ICD10CM,Pain
35207387,"Chronic migraine without aura, not intractable",G43.70,ICD10CM,Pain
45533138,"Chronic migraine without aura, not intractable, with status migrainosus",G43.701,ICD10CM,Pain
45591178,"Chronic migraine without aura, not intractable, without status migrainosus",G43.709,ICD10CM,Pain
35207388,"Chronic migraine without aura, intractable",G43.71,ICD10CM,Pain
45581491,"Chronic migraine without aura, intractable, with status migrainosus",G43.711,ICD10CM,Pain
45600785,"Chronic migraine without aura, intractable, without status migrainosus",G43.719,ICD10CM,Pain
45595941,Other migraine,G43.8,ICD10,Pain
1568339,Other migraine,G43.8,ICD10CM,Pain
1568340,"Other migraine, not intractable",G43.80,ICD10CM,Pain
45552528,"Other migraine, not intractable, with status migrainosus",G43.801,ICD10CM,Pain
45586292,"Other migraine, not intractable, without status migrainosus",G43.809,ICD10CM,Pain
1568341,"Other migraine, intractable",G43.81,ICD10CM,Pain
45557237,"Other migraine, intractable, with status migrainosus",G43.811,ICD10CM,Pain
45538111,"Other migraine, intractable, without status migrainosus",G43.819,ICD10CM,Pain
1568342,"Menstrual migraine, not intractable",G43.82,ICD10CM,Pain
45571802,"Menstrual migraine, not intractable, with status migrainosus",G43.821,ICD10CM,Pain
45571803,"Menstrual migraine, not intractable, without status migrainosus",G43.829,ICD10CM,Pain
1568343,"Menstrual migraine, intractable",G43.83,ICD10CM,Pain
45571804,"Menstrual migraine, intractable, with status migrainosus",G43.831,ICD10CM,Pain
45595942,"Menstrual migraine, intractable, without status migrainosus",G43.839,ICD10CM,Pain
45595943,"Migraine, unspecified",G43.9,ICD10,Pain
1568344,"Migraine, unspecified",G43.9,ICD10CM,Pain
35207391,"Migraine, unspecified, not intractable",G43.90,ICD10CM,Pain
45542887,"Migraine, unspecified, not intractable, with status migrainosus",G43.901,ICD10CM,Pain
45600786,"Migraine, unspecified, not intractable, without status migrainosus",G43.909,ICD10CM,Pain
35207392,"Migraine, unspecified, intractable",G43.91,ICD10CM,Pain
45557238,"Migraine, unspecified, intractable, with status migrainosus",G43.911,ICD10CM,Pain
45571805,"Migraine, unspecified, intractable, without status migrainosus",G43.919,ICD10CM,Pain
45566876,Ophthalmoplegic migraine,G43.B,ICD10CM,Pain
45547735,"Ophthalmoplegic migraine, not intractable",G43.B0,ICD10CM,Pain
45538114,"Ophthalmoplegic migraine, intractable",G43.B1,ICD10CM,Pain
1568338,Periodic headache syndromes in child or adult,G43.C,ICD10CM,Pain
45591181,"Periodic headache syndromes in child or adult, not intractable",G43.C0,ICD10CM,Pain
45538115,"Periodic headache syndromes in child or adult, intractable",G43.C1,ICD10CM,Pain
45600787,Abdominal migraine,G43.D,ICD10CM,Pain
45552530,"Abdominal migraine, not intractable",G43.D0,ICD10CM,Pain
45533140,"Abdominal migraine, intractable",G43.D1,ICD10CM,Pain
45755406,Other headache syndromes,G44,ICD10,Pain
1568345,Other headache syndromes,G44,ICD10CM,Pain
45533141,Cluster headache syndrome,G44.0,ICD10,Pain
1568346,Cluster headaches and other trigeminal autonomic cephalgias (TAC),G44.0,ICD10CM,Pain
1568347,"Cluster headache syndrome, unspecified",G44.00,ICD10CM,Pain
45566878,"Cluster headache syndrome, unspecified, intractable",G44.001,ICD10CM,Pain
45605548,"Cluster headache syndrome, unspecified, not intractable",G44.009,ICD10CM,Pain
45586293,Episodic cluster headache,G44.01,ICD10CM,Pain
45605549,"Episodic cluster headache, intractable",G44.011,ICD10CM,Pain
45533142,"Episodic cluster headache, not intractable",G44.019,ICD10CM,Pain
45566879,Chronic cluster headache,G44.02,ICD10CM,Pain
45605550,"Chronic cluster headache, intractable",G44.021,ICD10CM,Pain
45571807,"Chronic cluster headache, not intractable",G44.029,ICD10CM,Pain
1568348,Episodic paroxysmal hemicrania,G44.03,ICD10CM,Pain
45591183,"Episodic paroxysmal hemicrania, intractable",G44.031,ICD10CM,Pain
45600788,"Episodic paroxysmal hemicrania, not intractable",G44.039,ICD10CM,Pain
45576580,Chronic paroxysmal hemicrania,G44.04,ICD10CM,Pain
45605551,"Chronic paroxysmal hemicrania, intractable",G44.041,ICD10CM,Pain
45547737,"Chronic paroxysmal hemicrania, not intractable",G44.049,ICD10CM,Pain
1568349,Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT),G44.05,ICD10CM,Pain
45542888,"Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), intractable",G44.051,ICD10CM,Pain
45605552,"Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), not intractable",G44.059,ICD10CM,Pain
1568350,Other trigeminal autonomic cephalgias (TAC),G44.09,ICD10CM,Pain
45533143,"Other trigeminal autonomic cephalgias (TAC), intractable",G44.091,ICD10CM,Pain
45576581,"Other trigeminal autonomic cephalgias (TAC), not intractable",G44.099,ICD10CM,Pain
45571808,"Vascular headache, not elsewhere classified",G44.1,ICD10,Pain
1568351,"Vascular headache, not elsewhere classified",G44.1,ICD10CM,Pain
45581495,Tension-type headache,G44.2,ICD10,Pain
1568352,Tension-type headache,G44.2,ICD10CM,Pain
1568353,"Tension-type headache, unspecified",G44.20,ICD10CM,Pain
45542889,"Tension-type headache, unspecified, intractable",G44.201,ICD10CM,Pain
45547738,"Tension-type headache, unspecified, not intractable",G44.209,ICD10CM,Pain
45547739,Episodic tension-type headache,G44.21,ICD10CM,Pain
45566880,"Episodic tension-type headache, intractable",G44.211,ICD10CM,Pain
45566881,"Episodic tension-type headache, not intractable",G44.219,ICD10CM,Pain
45562091,Chronic tension-type headache,G44.22,ICD10CM,Pain
45605553,"Chronic tension-type headache, intractable",G44.221,ICD10CM,Pain
45542890,"Chronic tension-type headache, not intractable",G44.229,ICD10CM,Pain
1568354,Post-traumatic headache,G44.3,ICD10CM,Pain
45581496,Chronic post-traumatic headache,G44.3,ICD10,Pain
1568355,"Post-traumatic headache, unspecified",G44.30,ICD10CM,Pain
45576582,"Post-traumatic headache, unspecified, intractable",G44.301,ICD10CM,Pain
45566882,"Post-traumatic headache, unspecified, not intractable",G44.309,ICD10CM,Pain
1568356,Acute post-traumatic headache,G44.31,ICD10CM,Pain
45538117,"Acute post-traumatic headache, intractable",G44.311,ICD10CM,Pain
45605554,"Acute post-traumatic headache, not intractable",G44.319,ICD10CM,Pain
45552532,Chronic post-traumatic headache,G44.32,ICD10CM,Pain
45542891,"Chronic post-traumatic headache, intractable",G44.321,ICD10CM,Pain
45538118,"Chronic post-traumatic headache, not intractable",G44.329,ICD10CM,Pain
45595946,"Drug-induced headache, not elsewhere classified",G44.4,ICD10,Pain
1568357,"Drug-induced headache, not elsewhere classified",G44.4,ICD10CM,Pain
45538119,"Drug-induced headache, not elsewhere classified, not intractable",G44.40,ICD10CM,Pain
45547740,"Drug-induced headache, not elsewhere classified, intractable",G44.41,ICD10CM,Pain
1568358,Complicated headache syndromes,G44.5,ICD10CM,Pain
45552533,Hemicrania continua,G44.51,ICD10CM,Pain
45576583,New daily persistent headache (NDPH),G44.52,ICD10CM,Pain
45586294,Primary thunderclap headache,G44.53,ICD10CM,Pain
45600789,Other complicated headache syndrome,G44.59,ICD10CM,Pain
45547741,Other specified headache syndromes,G44.8,ICD10,Pain
1568359,Other specified headache syndromes,G44.8,ICD10CM,Pain
45591184,Hypnic headache,G44.81,ICD10CM,Pain
45586295,Headache associated with sexual activity,G44.82,ICD10CM,Pain
45576584,Primary cough headache,G44.83,ICD10CM,Pain
45600790,Primary exertional headache,G44.84,ICD10CM,Pain
45576585,Primary stabbing headache,G44.85,ICD10CM,Pain
766354,Cervicogenic headache,G44.86,ICD10CM,Pain
45533144,Other headache syndrome,G44.89,ICD10CM,Pain
45581502,Trigeminal neuralgia,G50.0,ICD10,Pain
35207411,Trigeminal neuralgia,G50.0,ICD10CM,Pain
45542894,Atypical facial pain,G50.1,ICD10,Pain
35207412,Atypical facial pain,G50.1,ICD10CM,Pain
45547747,Postzoster neuralgia,G53.0,ICD10,Pain
45571818,Causalgia,G56.4,ICD10,Pain
1568379,Causalgia of upper limb,G56.4,ICD10CM,Pain
45557245,Causalgia of unspecified upper limb,G56.40,ICD10CM,Pain
45576598,Causalgia of right upper limb,G56.41,ICD10CM,Pain
45533154,Causalgia of left upper limb,G56.42,ICD10CM,Pain
37200336,Causalgia of bilateral upper limbs,G56.43,ICD10CM,Pain
1568384,Meralgia paresthetica,G57.1,ICD10CM,Pain
45547753,Meralgia paraesthetica,G57.1,ICD10,Pain
45542897,"Meralgia paresthetica, unspecified lower limb",G57.10,ICD10CM,Pain
45547754,"Meralgia paresthetica, right lower limb",G57.11,ICD10CM,Pain
45581507,"Meralgia paresthetica, left lower limb",G57.12,ICD10CM,Pain
37200340,"Meralgia paresthetica, bilateral lower limbs",G57.13,ICD10CM,Pain
1568390,Causalgia of lower limb,G57.7,ICD10CM,Pain
45605568,Causalgia of unspecified lower limb,G57.70,ICD10CM,Pain
45591191,Causalgia of right lower limb,G57.71,ICD10CM,Pain
45595953,Causalgia of left lower limb,G57.72,ICD10CM,Pain
37200346,Causalgia of bilateral lower limbs,G57.73,ICD10CM,Pain
1568420,"Pain, not elsewhere classified",G89,ICD10CM,Pain
45566906,Central pain syndrome,G89.0,ICD10CM,Pain
1568421,"Acute pain, not elsewhere classified",G89.1,ICD10CM,Pain
45542911,Acute pain due to trauma,G89.11,ICD10CM,Pain
45552551,Acute post-thoracotomy pain,G89.12,ICD10CM,Pain
45538143,Other acute postprocedural pain,G89.18,ICD10CM,Pain
1568422,"Chronic pain, not elsewhere classified",G89.2,ICD10CM,Pain
45547763,Chronic pain due to trauma,G89.21,ICD10CM,Pain
45566907,Chronic post-thoracotomy pain,G89.22,ICD10CM,Pain
45581519,Other chronic postprocedural pain,G89.28,ICD10CM,Pain
